layer,expert,activation_count,share_of_layer_topk_picks
1,18,610,0.009308
1,19,478,0.007294
1,20,944,0.014404
1,21,534,0.008148
1,22,413,0.006302
1,23,671,0.010239
1,24,496,0.007568
1,25,549,0.008377
1,26,484,0.007385
1,27,478,0.007294
1,28,223,0.003403
1,29,331,0.005051
1,30,376,0.005737
1,31,299,0.004562
1,32,551,0.008408
1,33,589,0.008987
1,34,339,0.005173
1,35,1247,0.019028
1,36,496,0.007568
1,37,635,0.009689
1,38,301,0.004593
1,39,377,0.005753
1,40,988,0.015076
1,41,693,0.010574
1,42,494,0.007538
1,43,291,0.004440
1,44,983,0.014999
1,45,372,0.005676
1,46,404,0.006165
1,47,505,0.007706
1,48,669,0.010208
1,49,475,0.007248
1,50,544,0.008301
1,51,1152,0.017578
1,52,570,0.008698
1,53,635,0.009689
1,54,277,0.004227
1,55,716,0.010925
1,56,211,0.003220
1,57,396,0.006042
1,58,1253,0.019119
1,59,351,0.005356
1,60,492,0.007507
1,61,336,0.005127
1,62,294,0.004486
1,63,829,0.012650
1,64,450,0.006866
1,65,517,0.007889
1,66,484,0.007385
1,67,246,0.003754
1,68,524,0.007996
1,69,823,0.012558
1,70,387,0.005905
1,71,648,0.009888
1,72,810,0.012360
1,73,296,0.004517
1,74,741,0.011307
1,75,208,0.003174
1,76,701,0.010696
1,77,475,0.007248
1,78,318,0.004852
1,79,481,0.007339
1,80,384,0.005859
1,81,217,0.003311
1,82,826,0.012604
1,83,835,0.012741
1,84,330,0.005035
1,85,468,0.007141
1,86,408,0.006226
1,87,493,0.007523
1,88,288,0.004395
1,89,743,0.011337
1,90,556,0.008484
1,91,328,0.005005
1,92,411,0.006271
1,93,391,0.005966
1,94,519,0.007919
1,95,692,0.010559
1,96,719,0.010971
1,97,273,0.004166
1,98,585,0.008926
1,99,351,0.005356
1,100,235,0.003586
1,101,301,0.004593
1,102,561,0.008560
1,103,249,0.003799
1,104,387,0.005905
1,105,695,0.010605
1,106,390,0.005951
1,107,386,0.005890
1,108,331,0.005051
1,109,190,0.002899
1,110,503,0.007675
1,111,562,0.008575
1,112,518,0.007904
1,113,321,0.004898
1,114,340,0.005188
1,115,744,0.011353
1,116,344,0.005249
1,117,470,0.007172
1,118,107,0.001633
1,119,308,0.004700
1,120,326,0.004974
1,121,259,0.003952
1,122,991,0.015121
1,123,481,0.007339
1,124,213,0.003250
1,125,544,0.008301
1,126,545,0.008316
1,127,527,0.008041
2,0,842,0.012848
2,1,491,0.007492
2,2,466,0.007111
2,3,386,0.005890
2,4,283,0.004318
2,5,447,0.006821
2,6,447,0.006821
2,7,316,0.004822
2,8,393,0.005997
2,9,466,0.007111
2,10,527,0.008041
2,11,361,0.005508
2,12,162,0.002472
2,13,514,0.007843
2,14,397,0.006058
2,15,295,0.004501
2,16,374,0.005707
2,17,249,0.003799
2,18,524,0.007996
2,19,426,0.006500
2,20,188,0.002869
2,21,520,0.007935
2,22,602,0.009186
2,23,446,0.006805
2,24,599,0.009140
2,25,230,0.003510
2,26,843,0.012863
2,27,521,0.007950
2,28,718,0.010956
2,29,215,0.003281
2,30,363,0.005539
2,31,408,0.006226
2,32,1041,0.015884
2,33,491,0.007492
2,34,259,0.003952
2,35,579,0.008835
2,36,507,0.007736
2,37,344,0.005249
2,38,677,0.010330
2,39,811,0.012375
2,40,416,0.006348
2,41,271,0.004135
2,42,651,0.009933
2,43,580,0.008850
2,44,389,0.005936
2,45,321,0.004898
2,46,411,0.006271
2,47,612,0.009338
2,48,514,0.007843
2,49,111,0.001694
2,50,602,0.009186
2,51,927,0.014145
2,52,549,0.008377
2,53,672,0.010254
2,54,491,0.007492
2,55,1073,0.016373
2,56,500,0.007629
2,57,833,0.012711
2,58,925,0.014114
2,59,447,0.006821
2,60,695,0.010605
2,61,230,0.003510
2,62,581,0.008865
2,63,217,0.003311
2,64,594,0.009064
2,65,441,0.006729
2,66,444,0.006775
2,67,341,0.005203
2,68,567,0.008652
2,69,657,0.010025
2,70,343,0.005234
2,71,403,0.006149
2,72,531,0.008102
2,73,382,0.005829
2,74,817,0.012466
2,75,1099,0.016769
2,76,507,0.007736
2,77,460,0.007019
2,78,501,0.007645
2,79,309,0.004715
2,80,240,0.003662
2,81,332,0.005066
2,82,541,0.008255
2,83,399,0.006088
2,84,361,0.005508
2,85,307,0.004684
2,86,538,0.008209
2,87,428,0.006531
2,88,648,0.009888
2,89,293,0.004471
2,90,1212,0.018494
2,91,471,0.007187
2,92,1092,0.016663
2,93,427,0.006516
2,94,579,0.008835
2,95,357,0.005447
2,96,985,0.015030
2,97,702,0.010712
2,98,377,0.005753
2,99,478,0.007294
2,100,659,0.010056
2,101,179,0.002731
2,102,350,0.005341
2,103,351,0.005356
2,104,125,0.001907
2,105,560,0.008545
2,106,1052,0.016052
2,107,192,0.002930
2,108,257,0.003922
2,109,510,0.007782
2,110,628,0.009583
2,111,545,0.008316
2,112,429,0.006546
2,113,368,0.005615
2,114,196,0.002991
2,115,1001,0.015274
2,116,874,0.013336
2,117,374,0.005707
2,118,526,0.008026
2,119,430,0.006561
2,120,453,0.006912
2,121,297,0.004532
2,122,1171,0.017868
2,123,461,0.007034
2,124,639,0.009750
2,125,444,0.006775
2,126,600,0.009155
2,127,956,0.014587
3,0,511,0.007797
3,1,849,0.012955
3,2,336,0.005127
3,3,659,0.010056
3,4,869,0.013260
3,5,668,0.010193
3,6,337,0.005142
3,7,346,0.005280
3,8,391,0.005966
3,9,370,0.005646
3,10,560,0.008545
3,11,446,0.006805
3,12,321,0.004898
3,13,262,0.003998
3,14,339,0.005173
3,15,434,0.006622
3,16,593,0.009048
3,17,555,0.008469
3,18,635,0.009689
3,19,782,0.011932
3,20,557,0.008499
3,21,221,0.003372
3,22,455,0.006943
3,23,218,0.003326
3,24,494,0.007538
3,25,185,0.002823
3,26,438,0.006683
3,27,502,0.007660
3,28,614,0.009369
3,29,455,0.006943
3,30,1218,0.018585
3,31,395,0.006027
3,32,635,0.009689
3,33,385,0.005875
3,34,323,0.004929
3,35,387,0.005905
3,36,234,0.003571
3,37,514,0.007843
3,38,182,0.002777
3,39,672,0.010254
3,40,481,0.007339
3,41,653,0.009964
3,42,254,0.003876
3,43,821,0.012527
3,44,775,0.011826
3,45,712,0.010864
3,46,449,0.006851
3,47,645,0.009842
3,48,467,0.007126
3,49,789,0.012039
3,50,179,0.002731
3,51,471,0.007187
3,52,810,0.012360
3,53,678,0.010345
3,54,669,0.010208
3,55,673,0.010269
3,56,480,0.007324
3,57,304,0.004639
3,58,594,0.009064
3,59,401,0.006119
3,60,388,0.005920
3,61,468,0.007141
3,62,455,0.006943
3,63,285,0.004349
3,64,650,0.009918
3,65,497,0.007584
3,66,723,0.011032
3,67,1024,0.015625
3,68,674,0.010284
3,69,498,0.007599
3,70,189,0.002884
3,71,433,0.006607
3,72,530,0.008087
3,73,544,0.008301
3,74,485,0.007401
3,75,376,0.005737
3,76,716,0.010925
3,77,535,0.008163
3,78,697,0.010635
3,79,376,0.005737
3,80,520,0.007935
3,81,752,0.011475
3,82,818,0.012482
3,83,270,0.004120
3,84,486,0.007416
3,85,411,0.006271
3,86,749,0.011429
3,87,558,0.008514
3,88,369,0.005630
3,89,457,0.006973
3,90,372,0.005676
3,91,475,0.007248
3,92,404,0.006165
3,93,566,0.008636
3,94,843,0.012863
3,95,1132,0.017273
3,96,699,0.010666
3,97,1000,0.015259
3,98,186,0.002838
3,99,637,0.009720
3,100,665,0.010147
3,101,600,0.009155
3,102,466,0.007111
3,103,134,0.002045
3,104,297,0.004532
3,105,405,0.006180
3,106,542,0.008270
3,107,281,0.004288
3,108,449,0.006851
3,109,380,0.005798
3,110,489,0.007462
3,111,445,0.006790
3,112,631,0.009628
3,113,377,0.005753
3,114,460,0.007019
3,115,294,0.004486
3,116,385,0.005875
3,117,336,0.005127
3,118,577,0.008804
3,119,968,0.014771
3,120,934,0.014252
3,121,349,0.005325
3,122,605,0.009232
3,123,499,0.007614
3,124,176,0.002686
3,125,150,0.002289
3,126,330,0.005035
3,127,413,0.006302
4,0,250,0.003815
4,1,291,0.004440
4,2,330,0.005035
4,3,281,0.004288
4,4,243,0.003708
4,5,401,0.006119
4,6,625,0.009537
4,7,564,0.008606
4,8,297,0.004532
4,9,446,0.006805
4,10,537,0.008194
4,11,175,0.002670
4,12,716,0.010925
4,13,369,0.005630
4,14,245,0.003738
4,15,1254,0.019135
4,16,303,0.004623
4,17,415,0.006332
4,18,350,0.005341
4,19,743,0.011337
4,20,402,0.006134
4,21,246,0.003754
4,22,138,0.002106
4,23,402,0.006134
4,24,1032,0.015747
4,25,291,0.004440
4,26,814,0.012421
4,27,328,0.005005
4,28,225,0.003433
4,29,156,0.002380
4,30,454,0.006927
4,31,529,0.008072
4,32,456,0.006958
4,33,156,0.002380
4,34,365,0.005569
4,35,582,0.008881
4,36,363,0.005539
4,37,582,0.008881
4,38,237,0.003616
4,39,1305,0.019913
4,40,299,0.004562
4,41,451,0.006882
4,42,486,0.007416
4,43,736,0.011230
4,44,410,0.006256
4,45,500,0.007629
4,46,450,0.006866
4,47,579,0.008835
4,48,604,0.009216
4,49,487,0.007431
4,50,669,0.010208
4,51,878,0.013397
4,52,375,0.005722
4,53,339,0.005173
4,54,344,0.005249
4,55,359,0.005478
4,56,359,0.005478
4,57,460,0.007019
4,58,681,0.010391
4,59,363,0.005539
4,60,579,0.008835
4,61,396,0.006042
4,62,1283,0.019577
4,63,560,0.008545
4,64,699,0.010666
4,65,283,0.004318
4,66,320,0.004883
4,67,528,0.008057
4,68,319,0.004868
4,69,489,0.007462
4,70,791,0.012070
4,71,342,0.005219
4,72,310,0.004730
4,73,488,0.007446
4,74,444,0.006775
4,75,576,0.008789
4,76,471,0.007187
4,77,299,0.004562
4,78,138,0.002106
4,79,590,0.009003
4,80,318,0.004852
4,81,516,0.007874
4,82,177,0.002701
4,83,329,0.005020
4,84,582,0.008881
4,85,733,0.011185
4,86,779,0.011887
4,87,858,0.013092
4,88,459,0.007004
4,89,763,0.011642
4,90,574,0.008759
4,91,438,0.006683
4,92,359,0.005478
4,93,327,0.004990
4,94,755,0.011520
4,95,481,0.007339
4,96,337,0.005142
4,97,440,0.006714
4,98,1054,0.016083
4,99,241,0.003677
4,100,287,0.004379
4,101,835,0.012741
4,102,251,0.003830
4,103,862,0.013153
4,104,389,0.005936
4,105,604,0.009216
4,106,841,0.012833
4,107,822,0.012543
4,108,685,0.010452
4,109,462,0.007050
4,110,440,0.006714
4,111,438,0.006683
4,112,896,0.013672
4,113,563,0.008591
4,114,784,0.011963
4,115,130,0.001984
4,116,427,0.006516
4,117,559,0.008530
4,118,400,0.006104
4,119,1106,0.016876
4,120,289,0.004410
4,121,615,0.009384
4,122,720,0.010986
4,123,312,0.004761
4,124,766,0.011688
4,125,591,0.009018
4,126,1427,0.021774
4,127,883,0.013474
5,0,419,0.006393
5,1,655,0.009995
5,2,579,0.008835
5,3,346,0.005280
5,4,604,0.009216
5,5,573,0.008743
5,6,828,0.012634
5,7,211,0.003220
5,8,230,0.003510
5,9,307,0.004684
5,10,611,0.009323
5,11,713,0.010880
5,12,430,0.006561
5,13,496,0.007568
5,14,471,0.007187
5,15,207,0.003159
5,16,304,0.004639
5,17,681,0.010391
5,18,672,0.010254
5,19,788,0.012024
5,20,623,0.009506
5,21,124,0.001892
5,22,534,0.008148
5,23,581,0.008865
5,24,240,0.003662
5,25,986,0.015045
5,26,415,0.006332
5,27,670,0.010223
5,28,632,0.009644
5,29,629,0.009598
5,30,817,0.012466
5,31,443,0.006760
5,32,695,0.010605
5,33,557,0.008499
5,34,248,0.003784
5,35,348,0.005310
5,36,238,0.003632
5,37,207,0.003159
5,38,571,0.008713
5,39,226,0.003448
5,40,707,0.010788
5,41,393,0.005997
5,42,414,0.006317
5,43,240,0.003662
5,44,556,0.008484
5,45,272,0.004150
5,46,601,0.009171
5,47,640,0.009766
5,48,186,0.002838
5,49,541,0.008255
5,50,146,0.002228
5,51,701,0.010696
5,52,152,0.002319
5,53,253,0.003860
5,54,797,0.012161
5,55,526,0.008026
5,56,661,0.010086
5,57,117,0.001785
5,58,672,0.010254
5,59,319,0.004868
5,60,901,0.013748
5,61,487,0.007431
5,62,439,0.006699
5,63,180,0.002747
5,64,293,0.004471
5,65,458,0.006989
5,66,769,0.011734
5,67,813,0.012405
5,68,432,0.006592
5,69,252,0.003845
5,70,250,0.003815
5,71,897,0.013687
5,72,536,0.008179
5,73,263,0.004013
5,74,834,0.012726
5,75,629,0.009598
5,76,651,0.009933
5,77,653,0.009964
5,78,525,0.008011
5,79,374,0.005707
5,80,180,0.002747
5,81,231,0.003525
5,82,311,0.004745
5,83,613,0.009354
5,84,342,0.005219
5,85,651,0.009933
5,86,677,0.010330
5,87,830,0.012665
5,88,903,0.013779
5,89,868,0.013245
5,90,507,0.007736
5,91,456,0.006958
5,92,375,0.005722
5,93,499,0.007614
5,94,516,0.007874
5,95,375,0.005722
5,96,185,0.002823
5,97,833,0.012711
5,98,579,0.008835
5,99,261,0.003983
5,100,353,0.005386
5,101,654,0.009979
5,102,347,0.005295
5,103,524,0.007996
5,104,718,0.010956
5,105,670,0.010223
5,106,446,0.006805
5,107,300,0.004578
5,108,406,0.006195
5,109,629,0.009598
5,110,455,0.006943
5,111,892,0.013611
5,112,975,0.014877
5,113,827,0.012619
5,114,679,0.010361
5,115,265,0.004044
5,116,916,0.013977
5,117,647,0.009872
5,118,339,0.005173
5,119,325,0.004959
5,120,353,0.005386
5,121,538,0.008209
5,122,269,0.004105
5,123,708,0.010803
5,124,426,0.006500
5,125,651,0.009933
5,126,190,0.002899
5,127,1403,0.021408
6,0,789,0.012039
6,1,459,0.007004
6,2,290,0.004425
6,3,913,0.013931
6,4,413,0.006302
6,5,423,0.006454
6,6,306,0.004669
6,7,259,0.003952
6,8,472,0.007202
6,9,524,0.007996
6,10,394,0.006012
6,11,272,0.004150
6,12,920,0.014038
6,13,993,0.015152
6,14,328,0.005005
6,15,863,0.013168
6,16,531,0.008102
6,17,473,0.007217
6,18,1073,0.016373
6,19,1069,0.016312
6,20,378,0.005768
6,21,648,0.009888
6,22,362,0.005524
6,23,189,0.002884
6,24,724,0.011047
6,25,557,0.008499
6,26,672,0.010254
6,27,1137,0.017349
6,28,414,0.006317
6,29,617,0.009415
6,30,530,0.008087
6,31,163,0.002487
6,32,453,0.006912
6,33,196,0.002991
6,34,508,0.007751
6,35,295,0.004501
6,36,264,0.004028
6,37,851,0.012985
6,38,340,0.005188
6,39,451,0.006882
6,40,521,0.007950
6,41,135,0.002060
6,42,291,0.004440
6,43,315,0.004807
6,44,563,0.008591
6,45,561,0.008560
6,46,371,0.005661
6,47,954,0.014557
6,48,361,0.005508
6,49,322,0.004913
6,50,527,0.008041
6,51,361,0.005508
6,52,767,0.011703
6,53,524,0.007996
6,54,309,0.004715
6,55,1145,0.017471
6,56,407,0.006210
6,57,475,0.007248
6,58,561,0.008560
6,59,563,0.008591
6,60,563,0.008591
6,61,232,0.003540
6,62,538,0.008209
6,63,135,0.002060
6,64,439,0.006699
6,65,462,0.007050
6,66,583,0.008896
6,67,330,0.005035
6,68,522,0.007965
6,69,401,0.006119
6,70,514,0.007843
6,71,285,0.004349
6,72,738,0.011261
6,73,734,0.011200
6,74,225,0.003433
6,75,429,0.006546
6,76,379,0.005783
6,77,147,0.002243
6,78,237,0.003616
6,79,418,0.006378
6,80,253,0.003860
6,81,483,0.007370
6,82,662,0.010101
6,83,343,0.005234
6,84,614,0.009369
6,85,811,0.012375
6,86,371,0.005661
6,87,801,0.012222
6,88,815,0.012436
6,89,855,0.013046
6,90,490,0.007477
6,91,547,0.008347
6,92,316,0.004822
6,93,776,0.011841
6,94,624,0.009521
6,95,567,0.008652
6,96,510,0.007782
6,97,330,0.005035
6,98,116,0.001770
6,99,381,0.005814
6,100,189,0.002884
6,101,425,0.006485
6,102,334,0.005096
6,103,1173,0.017899
6,104,363,0.005539
6,105,318,0.004852
6,106,1022,0.015594
6,107,174,0.002655
6,108,834,0.012726
6,109,842,0.012848
6,110,478,0.007294
6,111,272,0.004150
6,112,352,0.005371
6,113,559,0.008530
6,114,711,0.010849
6,115,654,0.009979
6,116,596,0.009094
6,117,414,0.006317
6,118,796,0.012146
6,119,328,0.005005
6,120,362,0.005524
6,121,550,0.008392
6,122,712,0.010864
6,123,654,0.009979
6,124,594,0.009064
6,125,426,0.006500
6,126,743,0.011337
6,127,139,0.002121
7,0,348,0.005310
7,1,240,0.003662
7,2,248,0.003784
7,3,566,0.008636
7,4,674,0.010284
7,5,249,0.003799
7,6,465,0.007095
7,7,1009,0.015396
7,8,531,0.008102
7,9,872,0.013306
7,10,700,0.010681
7,11,766,0.011688
7,12,409,0.006241
7,13,559,0.008530
7,14,1143,0.017441
7,15,342,0.005219
7,16,299,0.004562
7,17,776,0.011841
7,18,342,0.005219
7,19,476,0.007263
7,20,585,0.008926
7,21,369,0.005630
7,22,417,0.006363
7,23,255,0.003891
7,24,462,0.007050
7,25,250,0.003815
7,26,551,0.008408
7,27,518,0.007904
7,28,747,0.011398
7,29,425,0.006485
7,30,688,0.010498
7,31,771,0.011765
7,32,848,0.012939
7,33,641,0.009781
7,34,560,0.008545
7,35,515,0.007858
7,36,379,0.005783
7,37,445,0.006790
7,38,427,0.006516
7,39,1086,0.016571
7,40,245,0.003738
7,41,406,0.006195
7,42,526,0.008026
7,43,296,0.004517
7,44,614,0.009369
7,45,388,0.005920
7,46,511,0.007797
7,47,485,0.007401
7,48,125,0.001907
7,49,651,0.009933
7,50,242,0.003693
7,51,547,0.008347
7,52,827,0.012619
7,53,709,0.010818
7,54,488,0.007446
7,55,479,0.007309
7,56,549,0.008377
7,57,410,0.006256
7,58,302,0.004608
7,59,444,0.006775
7,60,456,0.006958
7,61,1085,0.016556
7,62,617,0.009415
7,63,1122,0.017120
7,64,459,0.007004
7,65,571,0.008713
7,66,478,0.007294
7,67,331,0.005051
7,68,292,0.004456
7,69,398,0.006073
7,70,740,0.011292
7,71,306,0.004669
7,72,225,0.003433
7,73,475,0.007248
7,74,385,0.005875
7,75,368,0.005615
7,76,880,0.013428
7,77,487,0.007431
7,78,574,0.008759
7,79,444,0.006775
7,80,657,0.010025
7,81,472,0.007202
7,82,409,0.006241
7,83,617,0.009415
7,84,418,0.006378
7,85,783,0.011948
7,86,323,0.004929
7,87,827,0.012619
7,88,294,0.004486
7,89,414,0.006317
7,90,484,0.007385
7,91,259,0.003952
7,92,370,0.005646
7,93,656,0.010010
7,94,431,0.006577
7,95,341,0.005203
7,96,633,0.009659
7,97,467,0.007126
7,98,608,0.009277
7,99,840,0.012817
7,100,460,0.007019
7,101,513,0.007828
7,102,1342,0.020477
7,103,152,0.002319
7,104,502,0.007660
7,105,329,0.005020
7,106,553,0.008438
7,107,310,0.004730
7,108,419,0.006393
7,109,205,0.003128
7,110,602,0.009186
7,111,474,0.007233
7,112,409,0.006241
7,113,293,0.004471
7,114,701,0.010696
7,115,193,0.002945
7,116,762,0.011627
7,117,519,0.007919
7,118,372,0.005676
7,119,469,0.007156
7,120,224,0.003418
7,121,852,0.013000
7,122,260,0.003967
7,123,333,0.005081
7,124,692,0.010559
7,125,410,0.006256
7,126,482,0.007355
7,127,511,0.007797
8,0,336,0.005127
8,1,363,0.005539
8,2,962,0.014679
8,3,659,0.010056
8,4,585,0.008926
8,5,472,0.007202
8,6,282,0.004303
8,7,238,0.003632
8,8,612,0.009338
8,9,344,0.005249
8,10,406,0.006195
8,11,250,0.003815
8,12,207,0.003159
8,13,501,0.007645
8,14,259,0.003952
8,15,982,0.014984
8,16,930,0.014191
8,17,377,0.005753
8,18,747,0.011398
8,19,315,0.004807
8,20,800,0.012207
8,21,1052,0.016052
8,22,608,0.009277
8,23,1075,0.016403
8,24,125,0.001907
8,25,449,0.006851
8,26,442,0.006744
8,27,630,0.009613
8,28,472,0.007202
8,29,576,0.008789
8,30,491,0.007492
8,31,339,0.005173
8,32,241,0.003677
8,33,685,0.010452
8,34,273,0.004166
8,35,619,0.009445
8,36,543,0.008286
8,37,353,0.005386
8,38,224,0.003418
8,39,512,0.007812
8,40,747,0.011398
8,41,80,0.001221
8,42,197,0.003006
8,43,1241,0.018936
8,44,480,0.007324
8,45,583,0.008896
8,46,834,0.012726
8,47,889,0.013565
8,48,540,0.008240
8,49,634,0.009674
8,50,352,0.005371
8,51,474,0.007233
8,52,226,0.003448
8,53,646,0.009857
8,54,549,0.008377
8,55,604,0.009216
8,56,606,0.009247
8,57,175,0.002670
8,58,451,0.006882
8,59,283,0.004318
8,60,384,0.005859
8,61,628,0.009583
8,62,866,0.013214
8,63,437,0.006668
8,64,339,0.005173
8,65,386,0.005890
8,66,428,0.006531
8,67,407,0.006210
8,68,519,0.007919
8,69,655,0.009995
8,70,229,0.003494
8,71,198,0.003021
8,72,335,0.005112
8,73,381,0.005814
8,74,854,0.013031
8,75,383,0.005844
8,76,659,0.010056
8,77,248,0.003784
8,78,209,0.003189
8,79,1315,0.020065
8,80,706,0.010773
8,81,252,0.003845
8,82,441,0.006729
8,83,1010,0.015411
8,84,573,0.008743
8,85,371,0.005661
8,86,701,0.010696
8,87,566,0.008636
8,88,165,0.002518
8,89,1116,0.017029
8,90,756,0.011536
8,91,410,0.006256
8,92,387,0.005905
8,93,314,0.004791
8,94,175,0.002670
8,95,471,0.007187
8,96,326,0.004974
8,97,255,0.003891
8,98,323,0.004929
8,99,1054,0.016083
8,100,322,0.004913
8,101,728,0.011108
8,102,810,0.012360
8,103,484,0.007385
8,104,686,0.010468
8,105,298,0.004547
8,106,393,0.005997
8,107,514,0.007843
8,108,294,0.004486
8,109,305,0.004654
8,110,1032,0.015747
8,111,771,0.011765
8,112,483,0.007370
8,113,291,0.004440
8,114,500,0.007629
8,115,313,0.004776
8,116,434,0.006622
8,117,465,0.007095
8,118,493,0.007523
8,119,332,0.005066
8,120,651,0.009933
8,121,831,0.012680
8,122,421,0.006424
8,123,486,0.007416
8,124,359,0.005478
8,125,505,0.007706
8,126,810,0.012360
8,127,366,0.005585
9,0,346,0.005280
9,1,420,0.006409
9,2,395,0.006027
9,3,499,0.007614
9,4,460,0.007019
9,5,183,0.002792
9,6,758,0.011566
9,7,400,0.006104
9,8,458,0.006989
9,9,398,0.006073
9,10,753,0.011490
9,11,669,0.010208
9,12,510,0.007782
9,13,517,0.007889
9,14,494,0.007538
9,15,314,0.004791
9,16,396,0.006042
9,17,829,0.012650
9,18,621,0.009476
9,19,1102,0.016815
9,20,576,0.008789
9,21,187,0.002853
9,22,551,0.008408
9,23,405,0.006180
9,24,235,0.003586
9,25,189,0.002884
9,26,748,0.011414
9,27,689,0.010513
9,28,289,0.004410
9,29,387,0.005905
9,30,429,0.006546
9,31,620,0.009460
9,32,520,0.007935
9,33,857,0.013077
9,34,383,0.005844
9,35,880,0.013428
9,36,684,0.010437
9,37,490,0.007477
9,38,461,0.007034
9,39,561,0.008560
9,40,711,0.010849
9,41,420,0.006409
9,42,371,0.005661
9,43,397,0.006058
9,44,396,0.006042
9,45,678,0.010345
9,46,619,0.009445
9,47,182,0.002777
9,48,316,0.004822
9,49,243,0.003708
9,50,414,0.006317
9,51,395,0.006027
9,52,323,0.004929
9,53,635,0.009689
9,54,409,0.006241
9,55,537,0.008194
9,56,391,0.005966
9,57,611,0.009323
9,58,559,0.008530
9,59,428,0.006531
9,60,633,0.009659
9,61,471,0.007187
9,62,784,0.011963
9,63,303,0.004623
9,64,490,0.007477
9,65,449,0.006851
9,66,420,0.006409
9,67,1013,0.015457
9,68,564,0.008606
9,69,707,0.010788
9,70,738,0.011261
9,71,564,0.008606
9,72,546,0.008331
9,73,314,0.004791
9,74,362,0.005524
9,75,472,0.007202
9,76,196,0.002991
9,77,606,0.009247
9,78,930,0.014191
9,79,257,0.003922
9,80,579,0.008835
9,81,710,0.010834
9,82,344,0.005249
9,83,351,0.005356
9,84,237,0.003616
9,85,600,0.009155
9,86,422,0.006439
9,87,547,0.008347
9,88,321,0.004898
9,89,478,0.007294
9,90,707,0.010788
9,91,487,0.007431
9,92,630,0.009613
9,93,723,0.011032
9,94,530,0.008087
9,95,585,0.008926
9,96,678,0.010345
9,97,711,0.010849
9,98,726,0.011078
9,99,477,0.007278
9,100,412,0.006287
9,101,1039,0.015854
9,102,475,0.007248
9,103,601,0.009171
9,104,939,0.014328
9,105,116,0.001770
9,106,406,0.006195
9,107,146,0.002228
9,108,766,0.011688
9,109,1173,0.017899
9,110,422,0.006439
