layer,expert,activation_count,share_of_layer_topk_picks
9,12,1968,0.007507
9,13,2228,0.008499
9,14,2003,0.007641
9,15,1275,0.004864
9,16,1617,0.006168
9,17,3384,0.012909
9,18,2326,0.008873
9,19,4500,0.017166
9,20,2452,0.009354
9,21,906,0.003456
9,22,2225,0.008488
9,23,1755,0.006695
9,24,851,0.003246
9,25,896,0.003418
9,26,2994,0.011421
9,27,2701,0.010303
9,28,1179,0.004498
9,29,1569,0.005985
9,30,1719,0.006557
9,31,2411,0.009197
9,32,2058,0.007851
9,33,3312,0.012634
9,34,1534,0.005852
9,35,3615,0.013790
9,36,2509,0.009571
9,37,1993,0.007603
9,38,1976,0.007538
9,39,2391,0.009121
9,40,2661,0.010151
9,41,1737,0.006626
9,42,1490,0.005684
9,43,1679,0.006405
9,44,1553,0.005924
9,45,2737,0.010441
9,46,2556,0.009750
9,47,811,0.003094
9,48,1437,0.005482
9,49,1035,0.003948
9,50,1688,0.006439
9,51,1500,0.005722
9,52,1296,0.004944
9,53,2364,0.009018
9,54,1543,0.005886
9,55,1989,0.007587
9,56,1711,0.006527
9,57,2419,0.009228
9,58,2357,0.008991
9,59,1610,0.006142
9,60,2203,0.008404
9,61,1997,0.007618
9,62,3312,0.012634
9,63,1258,0.004799
9,64,2072,0.007904
9,65,1818,0.006935
9,66,1697,0.006474
9,67,4014,0.015312
9,68,2190,0.008354
9,69,2827,0.010784
9,70,2929,0.011173
9,71,2060,0.007858
9,72,2178,0.008308
9,73,1333,0.005085
9,74,1333,0.005085
9,75,1856,0.007080
9,76,759,0.002895
9,77,2733,0.010426
9,78,3616,0.013794
9,79,1029,0.003925
9,80,2311,0.008816
9,81,2652,0.010117
9,82,1476,0.005630
9,83,1308,0.004990
9,84,933,0.003559
9,85,2438,0.009300
9,86,1793,0.006840
9,87,2219,0.008465
9,88,1293,0.004932
9,89,1893,0.007221
9,90,2662,0.010155
9,91,1907,0.007275
9,92,2526,0.009636
9,93,2919,0.011135
9,94,2025,0.007725
9,95,2376,0.009064
9,96,2750,0.010490
9,97,2660,0.010147
9,98,3071,0.011715
9,99,2042,0.007790
9,100,1715,0.006542
9,101,4238,0.016167
9,102,2001,0.007633
9,103,2414,0.009209
9,104,4022,0.015343
9,105,541,0.002064
9,106,1615,0.006161
9,107,581,0.002216
9,108,3094,0.011803
9,109,4689,0.017887
9,110,1711,0.006527
9,111,2389,0.009113
9,112,2607,0.009945
9,113,719,0.002743
9,114,1525,0.005817
9,115,2190,0.008354
9,116,930,0.003548
9,117,1449,0.005527
9,118,3083,0.011761
9,119,2319,0.008846
9,120,1094,0.004173
9,121,1181,0.004505
9,122,2339,0.008923
9,123,947,0.003613
9,124,1305,0.004978
9,125,1782,0.006798
9,126,2698,0.010292
9,127,1367,0.005215
10,0,1690,0.006447
10,1,2045,0.007801
10,2,1600,0.006104
10,3,1760,0.006714
10,4,3664,0.013977
10,5,3792,0.014465
10,6,2413,0.009205
10,7,2189,0.008350
10,8,2177,0.008305
10,9,3260,0.012436
10,10,1637,0.006245
10,11,3094,0.011803
10,12,2839,0.010830
10,13,3886,0.014824
10,14,2903,0.011074
10,15,1636,0.006241
10,16,2421,0.009235
10,17,2320,0.008850
10,18,1307,0.004986
10,19,1629,0.006214
10,20,1079,0.004116
10,21,889,0.003391
10,22,2529,0.009647
10,23,1023,0.003902
10,24,2153,0.008213
10,25,1469,0.005604
10,26,2982,0.011375
10,27,2222,0.008476
10,28,2365,0.009022
10,29,2802,0.010689
10,30,2100,0.008011
10,31,1204,0.004593
10,32,1993,0.007603
10,33,2341,0.008930
10,34,1848,0.007050
10,35,2252,0.008591
10,36,1077,0.004108
10,37,2193,0.008366
10,38,4511,0.017208
10,39,1304,0.004974
10,40,1331,0.005077
10,41,5165,0.019703
10,42,2629,0.010029
10,43,3950,0.015068
10,44,3112,0.011871
10,45,973,0.003712
10,46,3493,0.013325
10,47,2107,0.008038
10,48,1444,0.005508
10,49,2576,0.009827
10,50,2227,0.008495
10,51,2407,0.009182
10,52,1114,0.004250
10,53,4500,0.017166
10,54,1900,0.007248
10,55,2987,0.011395
10,56,853,0.003254
10,57,1075,0.004101
10,58,2535,0.009670
10,59,2713,0.010349
10,60,1403,0.005352
10,61,2661,0.010151
10,62,1433,0.005466
10,63,1513,0.005772
10,64,1444,0.005508
10,65,1244,0.004745
10,66,977,0.003727
10,67,2059,0.007854
10,68,3009,0.011478
10,69,2576,0.009827
10,70,4755,0.018139
10,71,1712,0.006531
10,72,2354,0.008980
10,73,1354,0.005165
10,74,1943,0.007412
10,75,2919,0.011135
10,76,2251,0.008587
10,77,1318,0.005028
10,78,1133,0.004322
10,79,1544,0.005890
10,80,1179,0.004498
10,81,1065,0.004063
10,82,2131,0.008129
10,83,1043,0.003979
10,84,1289,0.004917
10,85,2266,0.008644
10,86,763,0.002911
10,87,2530,0.009651
10,88,1145,0.004368
10,89,936,0.003571
10,90,1610,0.006142
10,91,1508,0.005753
10,92,1589,0.006062
10,93,3392,0.012939
10,94,2018,0.007698
10,95,839,0.003201
10,96,1596,0.006088
10,97,2296,0.008759
10,98,2056,0.007843
10,99,1183,0.004513
10,100,1545,0.005894
10,101,1354,0.005165
10,102,1028,0.003922
10,103,1843,0.007030
10,104,1485,0.005665
10,105,1788,0.006821
10,106,2037,0.007771
10,107,1492,0.005692
10,108,3466,0.013222
10,109,1967,0.007504
10,110,1769,0.006748
10,111,2054,0.007835
10,112,3295,0.012569
10,113,1108,0.004227
10,114,2645,0.010090
10,115,1118,0.004265
10,116,2443,0.009319
10,117,1028,0.003922
10,118,1790,0.006828
10,119,1374,0.005241
10,120,1620,0.006180
10,121,2832,0.010803
10,122,2903,0.011074
10,123,2046,0.007805
10,124,1509,0.005756
10,125,2812,0.010727
10,126,1069,0.004078
10,127,999,0.003811
11,0,1805,0.006886
11,1,1770,0.006752
11,2,2119,0.008083
11,3,1884,0.007187
11,4,5343,0.020382
11,5,1293,0.004932
11,6,1541,0.005878
11,7,1331,0.005077
11,8,2796,0.010666
11,9,1381,0.005268
11,10,1005,0.003834
11,11,1770,0.006752
11,12,1476,0.005630
11,13,2168,0.008270
11,14,684,0.002609
11,15,2733,0.010426
11,16,2123,0.008099
11,17,1584,0.006042
11,18,1410,0.005379
11,19,2214,0.008446
11,20,1691,0.006451
11,21,2176,0.008301
11,22,3821,0.014576
11,23,1973,0.007526
11,24,3001,0.011448
11,25,2498,0.009529
11,26,1446,0.005516
11,27,3236,0.012344
11,28,2662,0.010155
11,29,1180,0.004501
11,30,2213,0.008442
11,31,3942,0.015038
11,32,2848,0.010864
11,33,2611,0.009960
11,34,1586,0.006050
11,35,1888,0.007202
11,36,2303,0.008785
11,37,1425,0.005436
11,38,745,0.002842
11,39,3606,0.013756
11,40,1397,0.005329
11,41,3629,0.013844
11,42,1784,0.006805
11,43,1278,0.004875
11,44,1036,0.003952
11,45,2912,0.011108
11,46,1588,0.006058
11,47,936,0.003571
11,48,2212,0.008438
11,49,1915,0.007305
11,50,1437,0.005482
11,51,1366,0.005211
11,52,1440,0.005493
11,53,1818,0.006935
11,54,1479,0.005642
11,55,1141,0.004353
11,56,2842,0.010841
11,57,3305,0.012608
11,58,1783,0.006802
11,59,1874,0.007149
11,60,2873,0.010960
11,61,1354,0.005165
11,62,2277,0.008686
11,63,3246,0.012383
11,64,1699,0.006481
11,65,711,0.002712
11,66,1044,0.003983
11,67,1345,0.005131
11,68,1919,0.007320
11,69,859,0.003277
11,70,896,0.003418
11,71,2330,0.008888
11,72,4177,0.015934
11,73,2487,0.009487
11,74,1748,0.006668
11,75,3044,0.011612
11,76,3060,0.011673
11,77,2906,0.011086
11,78,1028,0.003922
11,79,3887,0.014828
11,80,933,0.003559
11,81,1627,0.006207
11,82,496,0.001892
11,83,2207,0.008419
11,84,1743,0.006649
11,85,2518,0.009605
11,86,1671,0.006374
11,87,1028,0.003922
11,88,1848,0.007050
11,89,885,0.003376
11,90,4282,0.016335
11,91,778,0.002968
11,92,2439,0.009304
11,93,1062,0.004051
11,94,1315,0.005016
11,95,1447,0.005520
11,96,2559,0.009762
11,97,1976,0.007538
11,98,1970,0.007515
11,99,939,0.003582
11,100,2604,0.009933
11,101,1633,0.006229
11,102,1476,0.005630
11,103,3424,0.013062
11,104,2800,0.010681
11,105,2031,0.007748
11,106,2636,0.010056
11,107,1017,0.003880
11,108,1741,0.006641
11,109,2014,0.007683
11,110,1599,0.006100
11,111,1324,0.005051
11,112,1805,0.006886
11,113,1105,0.004215
11,114,1823,0.006954
11,115,3006,0.011467
11,116,2343,0.008938
11,117,2199,0.008389
11,118,1471,0.005611
11,119,4360,0.016632
11,120,1985,0.007572
11,121,1111,0.004238
11,122,4372,0.016678
11,123,4290,0.016365
11,124,1990,0.007591
11,125,2442,0.009315
11,126,2358,0.008995
11,127,2119,0.008083
12,0,2603,0.009930
12,1,1327,0.005062
12,2,1318,0.005028
12,3,1170,0.004463
12,4,2251,0.008587
12,5,1853,0.007069
12,6,1801,0.006870
12,7,2797,0.010670
12,8,1528,0.005829
12,9,1757,0.006702
12,10,2302,0.008781
12,11,3926,0.014977
12,12,3891,0.014843
12,13,2575,0.009823
12,14,1990,0.007591
12,15,2509,0.009571
12,16,2568,0.009796
12,17,2801,0.010685
12,18,1907,0.007275
12,19,933,0.003559
12,20,2557,0.009754
12,21,1540,0.005875
12,22,1917,0.007313
12,23,1313,0.005009
12,24,2180,0.008316
12,25,978,0.003731
12,26,1659,0.006329
12,27,2556,0.009750
12,28,1680,0.006409
12,29,1614,0.006157
12,30,3111,0.011868
12,31,4719,0.018002
12,32,1802,0.006874
12,33,1684,0.006424
12,34,1187,0.004528
12,35,2212,0.008438
12,36,2722,0.010384
12,37,2151,0.008205
12,38,1594,0.006081
12,39,2443,0.009319
12,40,1889,0.007206
12,41,1653,0.006306
12,42,1145,0.004368
12,43,2216,0.008453
12,44,1930,0.007362
12,45,3131,0.011944
12,46,1347,0.005138
12,47,1974,0.007530
12,48,2340,0.008926
12,49,1519,0.005795
12,50,1712,0.006531
12,51,1630,0.006218
12,52,2202,0.008400
12,53,3524,0.013443
12,54,2373,0.009052
12,55,933,0.003559
12,56,1238,0.004723
12,57,1913,0.007298
12,58,2528,0.009644
12,59,2127,0.008114
12,60,2494,0.009514
12,61,1339,0.005108
12,62,4954,0.018898
12,63,1641,0.006260
12,64,863,0.003292
12,65,1889,0.007206
12,66,3851,0.014690
12,67,1250,0.004768
12,68,2381,0.009083
12,69,2356,0.008987
12,70,3479,0.013271
12,71,2137,0.008152
12,72,2760,0.010529
12,73,2140,0.008163
12,74,2258,0.008614
12,75,1201,0.004581
12,76,1096,0.004181
12,77,2057,0.007847
12,78,1889,0.007206
12,79,2025,0.007725
12,80,3078,0.011742
12,81,998,0.003807
12,82,1906,0.007271
12,83,3090,0.011787
12,84,1013,0.003864
12,85,1225,0.004673
12,86,773,0.002949
12,87,2485,0.009480
12,88,2331,0.008892
12,89,854,0.003258
12,90,2970,0.011330
12,91,1452,0.005539
12,92,1585,0.006046
12,93,2274,0.008675
12,94,2513,0.009586
12,95,1134,0.004326
12,96,2141,0.008167
12,97,1756,0.006699
12,98,3296,0.012573
12,99,1355,0.005169
12,100,3317,0.012653
12,101,724,0.002762
12,102,2472,0.009430
12,103,3647,0.013912
12,104,2449,0.009342
12,105,3130,0.011940
12,106,2863,0.010921
12,107,902,0.003441
12,108,1447,0.005520
12,109,3046,0.011620
12,110,2074,0.007912
12,111,1713,0.006535
12,112,3289,0.012547
12,113,2248,0.008575
12,114,653,0.002491
12,115,1058,0.004036
12,116,1921,0.007328
12,117,1528,0.005829
12,118,1189,0.004536
12,119,1730,0.006599
12,120,1577,0.006016
12,121,1800,0.006866
12,122,1825,0.006962
12,123,1564,0.005966
12,124,1510,0.005760
12,125,1820,0.006943
12,126,1768,0.006744
12,127,1841,0.007023
13,0,1967,0.007504
13,1,1351,0.005154
13,2,2205,0.008411
13,3,1218,0.004646
13,4,2522,0.009621
13,5,3957,0.015095
13,6,1940,0.007401
13,7,2086,0.007957
13,8,4624,0.017639
13,9,1956,0.007462
13,10,1207,0.004604
13,11,2341,0.008930
13,12,1393,0.005314
13,13,2764,0.010544
13,14,1120,0.004272
13,15,2086,0.007957
13,16,2339,0.008923
13,17,3266,0.012459
13,18,2445,0.009327
13,19,1118,0.004265
13,20,2318,0.008842
13,21,2102,0.008018
13,22,3731,0.014233
13,23,1622,0.006187
13,24,1824,0.006958
13,25,2370,0.009041
13,26,1883,0.007183
13,27,1217,0.004642
13,28,1434,0.005470
13,29,2162,0.008247
13,30,2001,0.007633
13,31,1256,0.004791
13,32,1849,0.007053
13,33,2082,0.007942
13,34,617,0.002354
13,35,978,0.003731
13,36,692,0.002640
13,37,848,0.003235
13,38,2153,0.008213
13,39,2073,0.007908
13,40,773,0.002949
13,41,2771,0.010571
13,42,2975,0.011349
13,43,2022,0.007713
13,44,2401,0.009159
13,45,2406,0.009178
13,46,1502,0.005730
13,47,3658,0.013954
13,48,1306,0.004982
13,49,1647,0.006283
13,50,535,0.002041
13,51,2769,0.010563
13,52,1541,0.005878
13,53,3886,0.014824
13,54,911,0.003475
13,55,3703,0.014126
13,56,606,0.002312
13,57,1912,0.007294
13,58,1945,0.007420
13,59,1698,0.006477
13,60,3594,0.013710
13,61,1302,0.004967
13,62,1774,0.006767
13,63,1933,0.007374
13,64,1951,0.007442
13,65,1816,0.006927
13,66,2370,0.009041
13,67,1818,0.006935
13,68,3434,0.013100
13,69,1380,0.005264
13,70,1983,0.007565
13,71,2462,0.009392
13,72,2503,0.009548
13,73,3459,0.013195
13,74,1549,0.005909
13,75,2956,0.011276
13,76,1972,0.007523
13,77,745,0.002842
13,78,2765,0.010548
13,79,1105,0.004215
13,80,1505,0.005741
13,81,2434,0.009285
13,82,1601,0.006107
13,83,1314,0.005013
13,84,2509,0.009571
13,85,2967,0.011318
13,86,1428,0.005447
13,87,1706,0.006508
13,88,2300,0.008774
13,89,2074,0.007912
13,90,1711,0.006527
13,91,4005,0.015278
13,92,1765,0.006733
13,93,1281,0.004887
13,94,1725,0.006580
13,95,2352,0.008972
13,96,1497,0.005711
13,97,1247,0.004757
13,98,973,0.003712
13,99,4309,0.016438
13,100,2483,0.009472
13,101,1119,0.004269
13,102,2371,0.009045
13,103,2418,0.009224
13,104,3197,0.012196
13,105,1282,0.004890
13,106,3130,0.011940
13,107,2847,0.010860
13,108,1187,0.004528
13,109,2172,0.008286
13,110,2150,0.008202
13,111,2295,0.008755
13,112,582,0.002220
13,113,2272,0.008667
13,114,1592,0.006073
13,115,2733,0.010426
13,116,2158,0.008232
13,117,1507,0.005749
13,118,1234,0.004707
13,119,1735,0.006618
13,120,2212,0.008438
13,121,1869,0.007130
13,122,929,0.003544
13,123,3619,0.013805
13,124,2821,0.010761
13,125,1993,0.007603
13,126,2159,0.008236
13,127,2420,0.009232
14,0,2173,0.008289
14,1,1799,0.006863
14,2,3023,0.011532
14,3,1893,0.007221
14,4,1668,0.006363
14,5,2050,0.007820
14,6,1931,0.007366
14,7,2115,0.008068
14,8,6199,0.023647
14,9,1566,0.005974
14,10,2440,0.009308
14,11,2837,0.010822
14,12,988,0.003769
14,13,1858,0.007088
14,14,908,0.003464
14,15,1440,0.005493
14,16,967,0.003689
14,17,2161,0.008244
14,18,1563,0.005962
14,19,2981,0.011372
14,20,1722,0.006569
14,21,1631,0.006222
14,22,1484,0.005661
14,23,1267,0.004833
14,24,2906,0.011086
14,25,1106,0.004219
14,26,3210,0.012245
14,27,1858,0.007088
14,28,1008,0.003845
14,29,2032,0.007751
14,30,1550,0.005913
14,31,1449,0.005527
14,32,3214,0.012260
14,33,2491,0.009502
14,34,407,0.001553
14,35,1701,0.006489
14,36,1754,0.006691
14,37,1588,0.006058
14,38,3548,0.013535
14,39,1321,0.005039
14,40,1290,0.004921
14,41,2065,0.007877
14,42,3079,0.011745
14,43,919,0.003506
14,44,1765,0.006733
14,45,1687,0.006435
14,46,2463,0.009396
14,47,4463,0.017025
14,48,2757,0.010517
14,49,1593,0.006077
14,50,1352,0.005157
14,51,492,0.001877
14,52,1968,0.007507
14,53,2855,0.010891
14,54,2624,0.010010
14,55,1553,0.005924
14,56,3632,0.013855
14,57,1135,0.004330
14,58,3086,0.011772
14,59,2511,0.009579
14,60,1443,0.005505
14,61,2922,0.011147
14,62,1161,0.004429
14,63,1285,0.004902
14,64,2284,0.008713
14,65,3990,0.015221
14,66,2829,0.010792
14,67,1341,0.005116
14,68,3537,0.013493
14,69,4863,0.018551
14,70,2176,0.008301
14,71,2041,0.007786
14,72,1212,0.004623
14,73,1200,0.004578
14,74,1010,0.003853
14,75,1231,0.004696
14,76,931,0.003551
14,77,1710,0.006523
14,78,1435,0.005474
14,79,1588,0.006058
14,80,2364,0.009018
14,81,1091,0.004162
14,82,1312,0.005005
14,83,2100,0.008011
14,84,4848,0.018494
14,85,2665,0.010166
14,86,693,0.002644
14,87,2580,0.009842
14,88,2340,0.008926
14,89,1771,0.006756
14,90,341,0.001301
14,91,1259,0.004803
14,92,2285,0.008717
14,93,3987,0.015209
14,94,2873,0.010960
14,95,1689,0.006443
14,96,1685,0.006428
14,97,2454,0.009361
14,98,2341,0.008930
14,99,3387,0.012920
14,100,395,0.001507
14,101,1898,0.007240
14,102,1755,0.006695
14,103,1521,0.005802
14,104,1603,0.006115
14,105,1471,0.005611
14,106,1300,0.004959
14,107,839,0.003201
14,108,1494,0.005699
14,109,2438,0.009300
14,110,3092,0.011795
14,111,1912,0.007294
14,112,3976,0.015167
14,113,3566,0.013603
14,114,618,0.002357
14,115,2128,0.008118
14,116,2039,0.007778
14,117,2610,0.009956
14,118,3165,0.012074
14,119,1668,0.006363
14,120,2891,0.011028
14,121,711,0.002712
14,122,2675,0.010204
14,123,1069,0.004078
14,124,1090,0.004158
14,125,2961,0.011295
14,126,1384,0.005280
14,127,2525,0.009632
15,0,1835,0.007000
15,1,2151,0.008205
15,2,1502,0.005730
15,3,752,0.002869
15,4,3115,0.011883
15,5,3131,0.011944
15,6,1891,0.007214
15,7,1802,0.006874
15,8,1346,0.005135
15,9,1199,0.004574
15,10,1161,0.004429
15,11,960,0.003662
15,12,1661,0.006336
15,13,3032,0.011566
15,14,1498,0.005714
15,15,2225,0.008488
15,16,2257,0.008610
15,17,1374,0.005241
15,18,2416,0.009216
15,19,1839,0.007015
15,20,3313,0.012638
15,21,3264,0.012451
15,22,1643,0.006268
15,23,1624,0.006195
15,24,3638,0.013878
15,25,1176,0.004486
15,26,3924,0.014969
15,27,3050,0.011635
15,28,1418,0.005409
15,29,1790,0.006828
15,30,2758,0.010521
15,31,1064,0.004059
15,32,1130,0.004311
15,33,2639,0.010067
15,34,2178,0.008308
15,35,2143,0.008175
15,36,4977,0.018986
15,37,2055,0.007839
15,38,1453,0.005543
15,39,2848,0.010864
15,40,2408,0.009186
15,41,1490,0.005684
15,42,1179,0.004498
15,43,2247,0.008572
15,44,1628,0.006210
15,45,1280,0.004883
15,46,1325,0.005054
15,47,3176,0.012115
15,48,1723,0.006573
15,49,2067,0.007885
15,50,920,0.003510
15,51,1017,0.003880
15,52,721,0.002750
15,53,2021,0.007710
15,54,1343,0.005123
15,55,605,0.002308
15,56,4361,0.016636
15,57,1882,0.007179
15,58,1292,0.004929
15,59,2974,0.011345
15,60,2245,0.008564
15,61,2097,0.007999
15,62,3469,0.013233
15,63,1702,0.006493
15,64,2627,0.010021
15,65,1216,0.004639
15,66,1072,0.004089
15,67,1109,0.004230
15,68,2023,0.007717
15,69,1856,0.007080
15,70,1459,0.005566
15,71,2263,0.008633
15,72,2869,0.010944
15,73,880,0.003357
15,74,2424,0.009247
15,75,2765,0.010548
15,76,2095,0.007992
15,77,2360,0.009003
15,78,1615,0.006161
15,79,1050,0.004005
15,80,2967,0.011318
15,81,1258,0.004799
15,82,2315,0.008831
15,83,3334,0.012718
15,84,2951,0.011257
15,85,2033,0.007755
15,86,2063,0.007870
15,87,2899,0.011059
15,88,3121,0.011906
15,89,1106,0.004219
15,90,813,0.003101
15,91,2142,0.008171
15,92,2367,0.009029
15,93,1892,0.007217
15,94,1913,0.007298
15,95,1533,0.005848
15,96,2087,0.007961
15,97,827,0.003155
15,98,2407,0.009182
15,99,2708,0.010330
15,100,2344,0.008942
15,101,1092,0.004166
15,102,1560,0.005951
15,103,2089,0.007969
15,104,1758,0.006706
15,105,2116,0.008072
15,106,2063,0.007870
15,107,1128,0.004303
15,108,2245,0.008564
15,109,4465,0.017033
15,110,1540,0.005875
15,111,1341,0.005116
15,112,2049,0.007816
15,113,1968,0.007507
15,114,2753,0.010502
15,115,2532,0.009659
15,116,2794,0.010658
15,117,1637,0.006245
15,118,2755,0.010509
15,119,2597,0.009907
15,120,2989,0.011402
15,121,3254,0.012413
15,122,1217,0.004642
15,123,1187,0.004528
15,124,1516,0.005783
15,125,3273,0.012486
15,126,2143,0.008175
15,127,916,0.003494
16,0,1688,0.006439
16,1,870,0.003319
16,2,4163,0.015881
16,3,2447,0.009335
16,4,1064,0.004059
16,5,2288,0.008728
16,6,4907,0.018719
16,7,2241,0.008549
16,8,1014,0.003868
16,9,1634,0.006233
16,10,2538,0.009682
16,11,3979,0.015179
16,12,2640,0.010071
16,13,2527,0.009640
16,14,1124,0.004288
16,15,2642,0.010078
16,16,3585,0.013676
16,17,1209,0.004612
16,18,1283,0.004894
16,19,1198,0.004570
16,20,2201,0.008396
16,21,1855,0.007076
16,22,3772,0.014389
16,23,3326,0.012688
16,24,2565,0.009785
16,25,2153,0.008213
16,26,871,0.003323
16,27,1677,0.006397
16,28,1942,0.007408
16,29,3677,0.014027
16,30,2058,0.007851
16,31,3093,0.011799
16,32,2291,0.008739
16,33,2466,0.009407
16,34,1575,0.006008
16,35,927,0.003536
16,36,2781,0.010609
16,37,3138,0.011971
16,38,676,0.002579
16,39,1484,0.005661
16,40,1746,0.006660
16,41,2546,0.009712
16,42,924,0.003525
16,43,4385,0.016727
16,44,1759,0.006710
16,45,2382,0.009087
16,46,1878,0.007164
16,47,3245,0.012379
16,48,2638,0.010063
16,49,3039,0.011593
16,50,1565,0.005970
16,51,2262,0.008629
16,52,2501,0.009541
16,53,4682,0.017860
16,54,2822,0.010765
16,55,1952,0.007446
16,56,3565,0.013599
16,57,1449,0.005527
16,58,2411,0.009197
16,59,2255,0.008602
16,60,1686,0.006432
16,61,1756,0.006699
16,62,2395,0.009136
16,63,817,0.003117
16,64,2098,0.008003
16,65,641,0.002445
16,66,556,0.002121
16,67,2869,0.010944
16,68,2027,0.007732
16,69,2653,0.010120
16,70,2215,0.008450
16,71,566,0.002159
16,72,3295,0.012569
16,73,1792,0.006836
16,74,1463,0.005581
16,75,1640,0.006256
16,76,291,0.001110
16,77,644,0.002457
16,78,2652,0.010117
16,79,691,0.002636
16,80,2293,0.008747
16,81,2588,0.009872
16,82,1011,0.003857
16,83,1108,0.004227
16,84,936,0.003571
16,85,1223,0.004665
16,86,1655,0.006313
16,87,1345,0.005131
16,88,1520,0.005798
16,89,1216,0.004639
16,90,3887,0.014828
16,91,1941,0.007404
16,92,1368,0.005219
16,93,1063,0.004055
16,94,2417,0.009220
16,95,1991,0.007595
16,96,2725,0.010395
16,97,1907,0.007275
16,98,2597,0.009907
16,99,1321,0.005039
16,100,750,0.002861
16,101,1378,0.005257
16,102,1116,0.004257
16,103,1149,0.004383
16,104,2624,0.010010
16,105,2262,0.008629
16,106,1955,0.007458
16,107,1532,0.005844
16,108,2427,0.009258
16,109,1702,0.006493
16,110,2057,0.007847
16,111,2505,0.009556
16,112,1657,0.006321
16,113,1509,0.005756
16,114,2977,0.011356
16,115,1575,0.006008
16,116,1883,0.007183
16,117,2928,0.011169
16,118,1655,0.006313
16,119,1499,0.005718
16,120,3684,0.014053
16,121,2529,0.009647
16,122,1164,0.004440
16,123,1965,0.007496
16,124,1474,0.005623
16,125,1734,0.006615
16,126,3303,0.012600
16,127,717,0.002735
17,0,812,0.003098
17,1,2505,0.009556
17,2,1388,0.005295
17,3,1360,0.005188
17,4,972,0.003708
17,5,3448,0.013153
17,6,3204,0.012222
17,7,1683,0.006420
17,8,1434,0.005470
17,9,2574,0.009819
17,10,2907,0.011089
17,11,2209,0.008427
17,12,1878,0.007164
17,13,1120,0.004272
17,14,2083,0.007946
17,15,4481,0.017094
17,16,1173,0.004475
17,17,680,0.002594
17,18,861,0.003284
17,19,1785,0.006809
17,20,2915,0.011120
17,21,3050,0.011635
17,22,1584,0.006042
17,23,1482,0.005653
17,24,3568,0.013611
17,25,2050,0.007820
17,26,2832,0.010803
17,27,1825,0.006962
17,28,2611,0.009960
17,29,2043,0.007793
17,30,3318,0.012657
17,31,1238,0.004723
17,32,1071,0.004086
17,33,2389,0.009113
17,34,657,0.002506
17,35,2371,0.009045
17,36,3084,0.011765
17,37,2389,0.009113
17,38,2159,0.008236
17,39,2512,0.009583
17,40,2001,0.007633
17,41,920,0.003510
17,42,1905,0.007267
17,43,1252,0.004776
17,44,3619,0.013805
17,45,2711,0.010342
17,46,1842,0.007027
17,47,2220,0.008469
17,48,1677,0.006397
17,49,3469,0.013233
17,50,1315,0.005016
17,51,4316,0.016464
17,52,3160,0.012054
17,53,1202,0.004585
17,54,1550,0.005913
17,55,2233,0.008518
17,56,2481,0.009464
17,57,2988,0.011398
17,58,1558,0.005943
17,59,1331,0.005077
17,60,1926,0.007347
17,61,545,0.002079
17,62,1296,0.004944
17,63,1565,0.005970
17,64,1122,0.004280
17,65,4843,0.018475
17,66,2625,0.010014
17,67,1881,0.007175
17,68,2615,0.009975
17,69,1925,0.007343
17,70,1401,0.005344
17,71,2497,0.009525
17,72,981,0.003742
17,73,1275,0.004864
17,74,2933,0.011189
17,75,2091,0.007977
17,76,2738,0.010445
17,77,2264,0.008636
17,78,1005,0.003834
17,79,1498,0.005714
17,80,2951,0.011257
17,81,1816,0.006927
17,82,2800,0.010681
17,83,2019,0.007702
17,84,1047,0.003994
17,85,2919,0.011135
17,86,1652,0.006302
17,87,788,0.003006
17,88,3632,0.013855
17,89,1869,0.007130
17,90,1467,0.005596
17,91,515,0.001965
17,92,1642,0.006264
17,93,2309,0.008808
17,94,700,0.002670
17,95,1656,0.006317
17,96,583,0.002224
17,97,2926,0.011162
17,98,2058,0.007851
17,99,2853,0.010883
17,100,3813,0.014545
17,101,1435,0.005474
17,102,429,0.001637
17,103,2847,0.010860
17,104,1244,0.004745
17,105,644,0.002457
17,106,2443,0.009319
17,107,1323,0.005047
17,108,4033,0.015385
17,109,2567,0.009792
17,110,665,0.002537
17,111,2000,0.007629
17,112,1477,0.005634
17,113,2773,0.010578
17,114,1721,0.006565
17,115,3232,0.012329
17,116,2529,0.009647
17,117,4673,0.017826
17,118,2382,0.009087
17,119,1416,0.005402
17,120,1948,0.007431
17,121,1318,0.005028
17,122,1107,0.004223
17,123,2166,0.008263
17,124,2429,0.009266
17,125,1650,0.006294
17,126,2021,0.007710
17,127,1176,0.004486
18,0,1461,0.005573
18,1,1644,0.006271
18,2,725,0.002766
18,3,1477,0.005634
18,4,1127,0.004299
18,5,1673,0.006382
18,6,637,0.002430
18,7,2385,0.009098
18,8,3289,0.012547
18,9,1799,0.006863
18,10,2457,0.009373
18,11,2040,0.007782
18,12,2746,0.010475
18,13,2068,0.007889
18,14,899,0.003429
18,15,3953,0.015079
18,16,880,0.003357
18,17,2621,0.009998
18,18,2829,0.010792
18,19,1044,0.003983
18,20,1596,0.006088
18,21,1659,0.006329
18,22,2032,0.007751
18,23,2826,0.010780
18,24,983,0.003750
18,25,1778,0.006783
18,26,2860,0.010910
18,27,3082,0.011757
18,28,3052,0.011642
18,29,2788,0.010635
18,30,1819,0.006939
18,31,1153,0.004398
18,32,3235,0.012341
