layer,expert,activation_count,share_of_layer_topk_picks
1,68,17,0.008301
1,69,18,0.008789
1,70,8,0.003906
1,71,15,0.007324
1,72,27,0.013184
1,73,11,0.005371
1,74,34,0.016602
1,75,3,0.001465
1,76,23,0.011230
1,77,13,0.006348
1,78,13,0.006348
1,79,11,0.005371
1,80,15,0.007324
1,81,6,0.002930
1,82,27,0.013184
1,83,32,0.015625
1,84,14,0.006836
1,85,15,0.007324
1,86,15,0.007324
1,87,18,0.008789
1,88,10,0.004883
1,89,24,0.011719
1,90,19,0.009277
1,91,18,0.008789
1,92,18,0.008789
1,93,12,0.005859
1,94,17,0.008301
1,95,25,0.012207
1,96,21,0.010254
1,97,8,0.003906
1,98,15,0.007324
1,99,12,0.005859
1,100,6,0.002930
1,101,7,0.003418
1,102,18,0.008789
1,103,7,0.003418
1,104,11,0.005371
1,105,17,0.008301
1,106,7,0.003418
1,107,12,0.005859
1,108,12,0.005859
1,109,2,0.000977
1,110,10,0.004883
1,111,15,0.007324
1,112,24,0.011719
1,113,8,0.003906
1,114,10,0.004883
1,115,20,0.009766
1,116,11,0.005371
1,117,19,0.009277
1,118,4,0.001953
1,119,13,0.006348
1,120,12,0.005859
1,121,7,0.003418
1,122,32,0.015625
1,123,10,0.004883
1,124,10,0.004883
1,125,22,0.010742
1,126,12,0.005859
1,127,23,0.011230
2,0,23,0.011230
2,1,17,0.008301
2,2,15,0.007324
2,3,17,0.008301
2,4,14,0.006836
2,5,13,0.006348
2,6,15,0.007324
2,7,17,0.008301
2,8,12,0.005859
2,9,15,0.007324
2,10,15,0.007324
2,11,14,0.006836
2,12,8,0.003906
2,13,18,0.008789
2,14,12,0.005859
2,15,5,0.002441
2,16,12,0.005859
2,17,7,0.003418
2,18,15,0.007324
2,19,12,0.005859
2,20,8,0.003906
2,21,7,0.003418
2,22,14,0.006836
2,23,14,0.006836
2,24,25,0.012207
2,25,5,0.002441
2,26,28,0.013672
2,27,20,0.009766
2,28,20,0.009766
2,29,9,0.004395
2,30,9,0.004395
2,31,11,0.005371
2,32,36,0.017578
2,33,8,0.003906
2,34,9,0.004395
2,35,30,0.014648
2,36,12,0.005859
2,37,12,0.005859
2,38,18,0.008789
2,39,23,0.011230
2,40,17,0.008301
2,41,8,0.003906
2,42,15,0.007324
2,43,18,0.008789
2,44,11,0.005371
2,45,13,0.006348
2,46,15,0.007324
2,47,19,0.009277
2,48,18,0.008789
2,49,3,0.001465
2,50,22,0.010742
2,51,34,0.016602
2,52,16,0.007812
2,53,20,0.009766
2,54,20,0.009766
2,55,30,0.014648
2,56,9,0.004395
2,57,29,0.014160
2,58,22,0.010742
2,59,18,0.008789
2,60,22,0.010742
2,61,7,0.003418
2,62,17,0.008301
2,63,10,0.004883
2,64,21,0.010254
2,65,17,0.008301
2,66,14,0.006836
2,67,7,0.003418
2,68,23,0.011230
2,69,15,0.007324
2,70,12,0.005859
2,71,16,0.007812
2,72,17,0.008301
2,73,8,0.003906
2,74,25,0.012207
2,75,29,0.014160
2,76,14,0.006836
2,77,13,0.006348
2,78,17,0.008301
2,79,16,0.007812
2,80,9,0.004395
2,81,9,0.004395
2,82,10,0.004883
2,83,14,0.006836
2,84,9,0.004395
2,85,14,0.006836
2,86,12,0.005859
2,87,21,0.010254
2,88,24,0.011719
2,89,6,0.002930
2,90,26,0.012695
2,91,22,0.010742
2,92,32,0.015625
2,93,15,0.007324
2,94,22,0.010742
2,95,16,0.007812
2,96,31,0.015137
2,97,27,0.013184
2,98,9,0.004395
2,99,14,0.006836
2,100,26,0.012695
2,101,6,0.002930
2,102,6,0.002930
2,103,13,0.006348
2,104,3,0.001465
2,105,15,0.007324
2,106,31,0.015137
2,107,6,0.002930
2,108,14,0.006836
2,109,21,0.010254
2,110,16,0.007812
2,111,24,0.011719
2,112,13,0.006348
2,113,13,0.006348
2,114,5,0.002441
2,115,21,0.010254
2,116,27,0.013184
2,117,15,0.007324
2,118,14,0.006836
2,119,11,0.005371
2,120,9,0.004395
2,121,6,0.002930
2,122,34,0.016602
2,123,5,0.002441
2,124,24,0.011719
2,125,12,0.005859
2,126,19,0.009277
2,127,26,0.012695
3,0,11,0.005371
3,1,28,0.013672
3,2,10,0.004883
3,3,18,0.008789
3,4,23,0.011230
3,5,22,0.010742
3,6,11,0.005371
3,7,10,0.004883
3,8,10,0.004883
3,9,15,0.007324
3,10,17,0.008301
3,11,11,0.005371
3,12,12,0.005859
3,13,10,0.004883
3,14,11,0.005371
3,15,18,0.008789
3,16,11,0.005371
3,17,22,0.010742
3,18,20,0.009766
3,19,25,0.012207
3,20,25,0.012207
3,21,6,0.002930
3,22,13,0.006348
3,23,6,0.002930
3,24,18,0.008789
3,25,6,0.002930
3,26,16,0.007812
3,27,18,0.008789
3,28,19,0.009277
3,29,16,0.007812
3,30,47,0.022949
3,31,12,0.005859
3,32,27,0.013184
3,33,11,0.005371
3,34,9,0.004395
3,35,11,0.005371
3,36,5,0.002441
3,37,10,0.004883
3,38,7,0.003418
3,39,14,0.006836
3,40,18,0.008789
3,41,9,0.004395
3,42,9,0.004395
3,43,31,0.015137
3,44,15,0.007324
3,45,26,0.012695
3,46,15,0.007324
3,47,17,0.008301
3,48,14,0.006836
3,49,22,0.010742
3,50,7,0.003418
3,51,16,0.007812
3,52,24,0.011719
3,53,18,0.008789
3,54,19,0.009277
3,55,18,0.008789
3,56,16,0.007812
3,57,6,0.002930
3,58,14,0.006836
3,59,11,0.005371
3,60,12,0.005859
3,61,10,0.004883
3,62,16,0.007812
3,63,6,0.002930
3,64,18,0.008789
3,65,17,0.008301
3,66,21,0.010254
3,67,35,0.017090
3,68,20,0.009766
3,69,19,0.009277
3,70,8,0.003906
3,71,24,0.011719
3,72,18,0.008789
3,73,15,0.007324
3,74,17,0.008301
3,75,11,0.005371
3,76,27,0.013184
3,77,16,0.007812
3,78,19,0.009277
3,79,16,0.007812
3,80,16,0.007812
3,81,16,0.007812
3,82,24,0.011719
3,83,12,0.005859
3,84,8,0.003906
3,85,15,0.007324
3,86,29,0.014160
3,87,15,0.007324
3,88,14,0.006836
3,89,15,0.007324
3,90,15,0.007324
3,91,12,0.005859
3,92,7,0.003418
3,93,8,0.003906
3,94,20,0.009766
3,95,36,0.017578
3,96,27,0.013184
3,97,25,0.012207
3,98,6,0.002930
3,99,20,0.009766
3,100,22,0.010742
3,101,20,0.009766
3,102,9,0.004395
3,103,4,0.001953
3,104,5,0.002441
3,105,14,0.006836
3,106,21,0.010254
3,107,9,0.004395
3,108,8,0.003906
3,109,22,0.010742
3,110,19,0.009277
3,111,17,0.008301
3,112,22,0.010742
3,113,9,0.004395
3,114,13,0.006348
3,115,12,0.005859
3,116,13,0.006348
3,117,16,0.007812
3,118,14,0.006836
3,119,32,0.015625
3,120,32,0.015625
3,121,7,0.003418
3,122,17,0.008301
3,123,19,0.009277
3,124,7,0.003418
3,125,11,0.005371
3,126,16,0.007812
3,127,17,0.008301
4,0,8,0.003906
4,1,14,0.006836
4,2,6,0.002930
4,3,5,0.002441
4,4,4,0.001953
4,5,12,0.005859
4,6,19,0.009277
4,7,22,0.010742
4,8,7,0.003418
4,9,14,0.006836
4,10,14,0.006836
4,11,3,0.001465
4,12,19,0.009277
4,13,13,0.006348
4,14,11,0.005371
4,15,50,0.024414
4,16,8,0.003906
4,17,11,0.005371
4,18,15,0.007324
4,19,21,0.010254
4,20,17,0.008301
4,21,10,0.004883
4,22,6,0.002930
4,23,12,0.005859
4,24,31,0.015137
4,25,13,0.006348
4,26,34,0.016602
4,27,11,0.005371
4,28,6,0.002930
4,29,7,0.003418
4,30,17,0.008301
4,31,7,0.003418
4,32,15,0.007324
4,33,1,0.000488
4,34,10,0.004883
4,35,15,0.007324
4,36,15,0.007324
4,37,18,0.008789
4,38,8,0.003906
4,39,37,0.018066
4,40,11,0.005371
4,41,11,0.005371
4,42,17,0.008301
4,43,21,0.010254
4,44,8,0.003906
4,45,15,0.007324
4,46,17,0.008301
4,47,18,0.008789
4,48,11,0.005371
4,49,11,0.005371
4,50,30,0.014648
4,51,27,0.013184
4,52,5,0.002441
4,53,11,0.005371
4,54,16,0.007812
4,55,12,0.005859
4,56,12,0.005859
4,57,13,0.006348
4,58,24,0.011719
4,59,8,0.003906
4,60,20,0.009766
4,61,17,0.008301
4,62,48,0.023438
4,63,19,0.009277
4,64,23,0.011230
4,65,12,0.005859
4,66,15,0.007324
4,67,19,0.009277
4,68,10,0.004883
4,69,15,0.007324
4,70,26,0.012695
4,71,8,0.003906
4,72,5,0.002441
4,73,17,0.008301
4,74,18,0.008789
4,75,19,0.009277
4,76,12,0.005859
4,77,9,0.004395
4,78,7,0.003418
4,79,20,0.009766
4,80,12,0.005859
4,81,12,0.005859
4,82,6,0.002930
4,83,20,0.009766
4,84,15,0.007324
4,85,24,0.011719
4,86,24,0.011719
4,87,19,0.009277
4,88,21,0.010254
4,89,25,0.012207
4,90,20,0.009766
4,91,10,0.004883
4,92,9,0.004395
4,93,6,0.002930
4,94,21,0.010254
4,95,18,0.008789
4,96,11,0.005371
4,97,11,0.005371
4,98,36,0.017578
4,99,10,0.004883
4,100,8,0.003906
4,101,38,0.018555
4,102,7,0.003418
4,103,30,0.014648
4,104,11,0.005371
4,105,18,0.008789
4,106,25,0.012207
4,107,21,0.010254
4,108,20,0.009766
4,109,14,0.006836
4,110,15,0.007324
4,111,12,0.005859
4,112,23,0.011230
4,113,11,0.005371
4,114,27,0.013184
4,115,4,0.001953
4,116,13,0.006348
4,117,11,0.005371
4,118,9,0.004395
4,119,32,0.015625
4,120,6,0.002930
4,121,15,0.007324
4,122,18,0.008789
4,123,8,0.003906
4,124,20,0.009766
4,125,21,0.010254
4,126,51,0.024902
4,127,27,0.013184
5,0,12,0.005859
5,1,21,0.010254
5,2,25,0.012207
5,3,11,0.005371
5,4,29,0.014160
5,5,21,0.010254
5,6,29,0.014160
5,7,3,0.001465
5,8,4,0.001953
5,9,8,0.003906
5,10,12,0.005859
5,11,24,0.011719
5,12,10,0.004883
5,13,14,0.006836
5,14,10,0.004883
5,15,6,0.002930
5,16,11,0.005371
5,17,22,0.010742
5,18,22,0.010742
5,19,19,0.009277
5,20,17,0.008301
5,21,7,0.003418
5,22,12,0.005859
5,23,11,0.005371
5,24,6,0.002930
5,25,27,0.013184
5,26,18,0.008789
5,27,18,0.008789
5,28,19,0.009277
5,29,20,0.009766
5,30,30,0.014648
5,31,11,0.005371
5,32,20,0.009766
5,33,17,0.008301
5,34,8,0.003906
5,35,7,0.003418
5,36,5,0.002441
5,37,7,0.003418
5,38,17,0.008301
5,39,6,0.002930
5,40,24,0.011719
5,41,7,0.003418
5,42,18,0.008789
5,43,4,0.001953
5,44,21,0.010254
5,45,3,0.001465
5,46,19,0.009277
5,47,23,0.011230
5,48,6,0.002930
5,49,20,0.009766
5,50,2,0.000977
5,51,17,0.008301
5,52,4,0.001953
5,53,7,0.003418
5,54,30,0.014648
5,55,25,0.012207
5,56,24,0.011719
5,57,2,0.000977
5,58,23,0.011230
5,59,6,0.002930
5,60,24,0.011719
5,61,17,0.008301
5,62,14,0.006836
5,63,9,0.004395
5,64,11,0.005371
5,65,20,0.009766
5,66,25,0.012207
5,67,23,0.011230
5,68,11,0.005371
5,69,10,0.004883
5,70,15,0.007324
5,71,31,0.015137
5,72,16,0.007812
5,73,7,0.003418
5,74,22,0.010742
5,75,23,0.011230
5,76,17,0.008301
5,77,20,0.009766
5,78,16,0.007812
5,79,13,0.006348
5,80,7,0.003418
5,81,4,0.001953
5,82,8,0.003906
5,83,15,0.007324
5,84,11,0.005371
5,85,17,0.008301
5,86,24,0.011719
5,87,24,0.011719
5,88,28,0.013672
5,89,33,0.016113
5,90,16,0.007812
5,91,12,0.005859
5,92,16,0.007812
5,93,17,0.008301
5,94,14,0.006836
5,95,7,0.003418
5,96,8,0.003906
5,97,33,0.016113
5,98,17,0.008301
5,99,11,0.005371
5,100,10,0.004883
5,101,22,0.010742
5,102,9,0.004395
5,103,21,0.010254
5,104,22,0.010742
5,105,25,0.012207
5,106,18,0.008789
5,107,10,0.004883
5,108,11,0.005371
5,109,19,0.009277
5,110,19,0.009277
5,111,32,0.015625
5,112,24,0.011719
5,113,18,0.008789
5,114,24,0.011719
5,115,10,0.004883
5,116,30,0.014648
5,117,19,0.009277
5,118,11,0.005371
5,119,5,0.002441
5,120,9,0.004395
5,121,20,0.009766
5,122,5,0.002441
5,123,17,0.008301
5,124,16,0.007812
5,125,26,0.012695
5,126,4,0.001953
5,127,45,0.021973
6,0,21,0.010254
6,1,15,0.007324
6,2,9,0.004395
6,3,22,0.010742
6,4,14,0.006836
6,5,14,0.006836
6,6,7,0.003418
6,7,5,0.002441
6,8,12,0.005859
6,9,11,0.005371
6,10,14,0.006836
6,11,10,0.004883
6,12,31,0.015137
6,13,26,0.012695
6,14,8,0.003906
6,15,29,0.014160
6,16,14,0.006836
6,17,13,0.006348
6,18,38,0.018555
6,19,35,0.017090
6,20,6,0.002930
6,21,24,0.011719
6,22,15,0.007324
6,23,8,0.003906
6,24,21,0.010254
6,25,30,0.014648
6,26,30,0.014648
6,27,28,0.013672
6,28,11,0.005371
6,29,22,0.010742
6,30,18,0.008789
6,31,7,0.003418
6,32,15,0.007324
6,33,8,0.003906
6,34,12,0.005859
6,35,14,0.006836
6,36,10,0.004883
6,37,27,0.013184
6,38,13,0.006348
6,39,6,0.002930
6,40,13,0.006348
6,41,4,0.001953
6,42,7,0.003418
6,43,16,0.007812
6,44,21,0.010254
6,45,13,0.006348
6,46,10,0.004883
6,47,23,0.011230
6,48,15,0.007324
6,49,11,0.005371
6,50,18,0.008789
6,51,6,0.002930
6,52,24,0.011719
6,53,20,0.009766
6,54,14,0.006836
6,55,36,0.017578
6,56,14,0.006836
6,57,11,0.005371
6,58,16,0.007812
6,59,18,0.008789
6,60,19,0.009277
6,61,14,0.006836
6,62,13,0.006348
6,63,6,0.002930
6,64,13,0.006348
6,65,20,0.009766
6,66,21,0.010254
6,67,9,0.004395
6,68,20,0.009766
6,69,10,0.004883
6,70,12,0.005859
6,71,6,0.002930
6,72,18,0.008789
6,73,26,0.012695
6,74,3,0.001465
6,75,16,0.007812
6,76,7,0.003418
6,77,4,0.001953
6,78,10,0.004883
6,79,8,0.003906
6,80,2,0.000977
6,81,15,0.007324
6,82,19,0.009277
6,83,6,0.002930
6,84,18,0.008789
6,85,32,0.015625
6,86,9,0.004395
6,87,24,0.011719
6,88,29,0.014160
6,89,28,0.013672
6,90,19,0.009277
6,91,23,0.011230
6,92,10,0.004883
6,93,22,0.010742
6,94,21,0.010254
6,95,25,0.012207
6,96,20,0.009766
6,97,6,0.002930
6,98,1,0.000488
6,99,8,0.003906
6,100,7,0.003418
6,101,23,0.011230
6,102,18,0.008789
6,103,35,0.017090
6,104,11,0.005371
6,105,8,0.003906
6,106,30,0.014648
6,107,6,0.002930
6,108,34,0.016602
6,109,16,0.007812
6,110,11,0.005371
6,111,8,0.003906
6,112,12,0.005859
6,113,16,0.007812
6,114,16,0.007812
6,115,15,0.007324
6,116,22,0.010742
6,117,14,0.006836
6,118,26,0.012695
6,119,12,0.005859
6,120,10,0.004883
6,121,20,0.009766
6,122,14,0.006836
6,123,15,0.007324
6,124,22,0.010742
6,125,24,0.011719
6,126,23,0.011230
6,127,5,0.002441
7,0,11,0.005371
7,1,12,0.005859
7,2,8,0.003906
7,3,17,0.008301
7,4,22,0.010742
7,5,6,0.002930
7,6,17,0.008301
7,7,35,0.017090
7,8,16,0.007812
7,9,25,0.012207
7,10,30,0.014648
7,11,26,0.012695
7,12,15,0.007324
7,13,17,0.008301
7,14,39,0.019043
7,15,11,0.005371
7,16,9,0.004395
7,17,31,0.015137
7,18,7,0.003418
7,19,16,0.007812
7,20,14,0.006836
7,21,8,0.003906
7,22,13,0.006348
7,23,11,0.005371
7,24,16,0.007812
7,25,9,0.004395
7,26,15,0.007324
7,27,16,0.007812
7,28,19,0.009277
7,29,11,0.005371
7,30,19,0.009277
7,31,16,0.007812
7,32,40,0.019531
7,33,25,0.012207
7,34,13,0.006348
7,35,10,0.004883
7,36,9,0.004395
7,37,18,0.008789
7,38,14,0.006836
7,39,39,0.019043
7,40,9,0.004395
7,41,14,0.006836
7,42,13,0.006348
7,43,9,0.004395
7,44,27,0.013184
7,45,17,0.008301
7,46,19,0.009277
7,47,15,0.007324
7,48,4,0.001953
7,49,14,0.006836
7,50,9,0.004395
7,51,17,0.008301
7,52,19,0.009277
7,53,24,0.011719
7,54,17,0.008301
7,55,15,0.007324
7,56,20,0.009766
7,57,14,0.006836
7,58,7,0.003418
7,59,7,0.003418
7,60,15,0.007324
7,61,33,0.016113
7,62,17,0.008301
7,63,36,0.017578
7,64,14,0.006836
7,65,20,0.009766
7,66,15,0.007324
7,67,4,0.001953
7,68,7,0.003418
7,69,9,0.004395
7,70,27,0.013184
7,71,13,0.006348
7,72,8,0.003906
7,73,16,0.007812
7,74,12,0.005859
7,75,10,0.004883
7,76,27,0.013184
7,77,14,0.006836
7,78,25,0.012207
7,79,21,0.010254
7,80,21,0.010254
7,81,13,0.006348
7,82,14,0.006836
7,83,13,0.006348
7,84,12,0.005859
7,85,24,0.011719
7,86,7,0.003418
7,87,28,0.013672
7,88,9,0.004395
7,89,13,0.006348
7,90,14,0.006836
7,91,8,0.003906
7,92,9,0.004395
7,93,24,0.011719
7,94,12,0.005859
7,95,12,0.005859
7,96,22,0.010742
7,97,12,0.005859
7,98,15,0.007324
7,99,29,0.014160
7,100,9,0.004395
7,101,16,0.007812
7,102,42,0.020508
7,103,3,0.001465
7,104,14,0.006836
7,105,9,0.004395
7,106,19,0.009277
7,107,13,0.006348
7,108,11,0.005371
7,109,7,0.003418
7,110,17,0.008301
7,111,14,0.006836
7,112,21,0.010254
7,113,7,0.003418
7,114,19,0.009277
7,115,3,0.001465
7,116,21,0.010254
7,117,13,0.006348
7,118,9,0.004395
7,119,14,0.006836
7,120,10,0.004883
7,121,24,0.011719
7,122,8,0.003906
7,123,13,0.006348
7,124,24,0.011719
7,125,10,0.004883
7,126,18,0.008789
7,127,11,0.005371
8,0,12,0.005859
8,1,10,0.004883
8,2,26,0.012695
8,3,26,0.012695
8,4,26,0.012695
8,5,15,0.007324
8,6,9,0.004395
8,7,5,0.002441
8,8,21,0.010254
8,9,10,0.004883
8,10,9,0.004395
8,11,4,0.001953
8,12,11,0.005371
8,13,13,0.006348
8,14,13,0.006348
8,15,31,0.015137
8,16,28,0.013672
8,17,11,0.005371
8,18,25,0.012207
8,19,10,0.004883
8,20,18,0.008789
8,21,28,0.013672
8,22,20,0.009766
8,23,46,0.022461
8,24,1,0.000488
8,25,6,0.002930
8,26,11,0.005371
8,27,23,0.011230
8,28,18,0.008789
8,29,15,0.007324
8,30,12,0.005859
8,31,13,0.006348
8,32,4,0.001953
8,33,17,0.008301
8,34,12,0.005859
8,35,14,0.006836
8,36,21,0.010254
8,37,9,0.004395
8,38,8,0.003906
8,39,23,0.011230
8,40,27,0.013184
8,41,2,0.000977
8,42,2,0.000977
8,43,43,0.020996
8,44,16,0.007812
8,45,18,0.008789
8,46,27,0.013184
8,47,25,0.012207
8,48,16,0.007812
8,49,22,0.010742
8,50,9,0.004395
8,51,22,0.010742
8,52,10,0.004883
8,53,13,0.006348
8,54,19,0.009277
8,55,24,0.011719
8,56,19,0.009277
8,57,6,0.002930
8,58,15,0.007324
8,59,3,0.001465
8,60,12,0.005859
8,61,20,0.009766
8,62,29,0.014160
8,63,13,0.006348
8,64,15,0.007324
8,65,10,0.004883
8,66,11,0.005371
8,67,8,0.003906
8,68,18,0.008789
8,69,23,0.011230
8,70,3,0.001465
8,71,8,0.003906
8,72,12,0.005859
8,73,9,0.004395
8,74,28,0.013672
8,75,13,0.006348
8,76,24,0.011719
8,77,6,0.002930
8,78,6,0.002930
8,79,43,0.020996
8,80,22,0.010742
8,81,6,0.002930
8,82,12,0.005859
8,83,39,0.019043
8,84,18,0.008789
8,85,10,0.004883
8,86,17,0.008301
8,87,12,0.005859
8,88,3,0.001465
8,89,38,0.018555
8,90,28,0.013672
8,91,15,0.007324
8,92,12,0.005859
8,93,13,0.006348
8,94,4,0.001953
8,95,16,0.007812
8,96,9,0.004395
8,97,3,0.001465
8,98,13,0.006348
8,99,32,0.015625
8,100,11,0.005371
8,101,27,0.013184
8,102,24,0.011719
8,103,17,0.008301
8,104,16,0.007812
8,105,7,0.003418
8,106,9,0.004395
8,107,16,0.007812
8,108,11,0.005371
8,109,7,0.003418
8,110,34,0.016602
8,111,22,0.010742
8,112,13,0.006348
8,113,9,0.004395
8,114,17,0.008301
8,115,6,0.002930
8,116,13,0.006348
8,117,11,0.005371
8,118,12,0.005859
8,119,9,0.004395
8,120,22,0.010742
8,121,31,0.015137
8,122,16,0.007812
8,123,15,0.007324
8,124,15,0.007324
8,125,12,0.005859
8,126,24,0.011719
8,127,17,0.008301
9,0,9,0.004395
9,1,8,0.003906
9,2,14,0.006836
9,3,15,0.007324
9,4,21,0.010254
9,5,9,0.004395
9,6,22,0.010742
9,7,16,0.007812
9,8,16,0.007812
9,9,11,0.005371
9,10,24,0.011719
9,11,24,0.011719
9,12,19,0.009277
9,13,17,0.008301
9,14,16,0.007812
9,15,9,0.004395
9,16,12,0.005859
9,17,30,0.014648
9,18,20,0.009766
9,19,44,0.021484
9,20,18,0.008789
9,21,4,0.001953
9,22,16,0.007812
9,23,18,0.008789
9,24,4,0.001953
9,25,4,0.001953
9,26,25,0.012207
9,27,20,0.009766
9,28,14,0.006836
9,29,14,0.006836
9,30,7,0.003418
9,31,15,0.007324
9,32,16,0.007812
9,33,20,0.009766
9,34,6,0.002930
9,35,34,0.016602
9,36,18,0.008789
9,37,16,0.007812
9,38,13,0.006348
9,39,20,0.009766
9,40,22,0.010742
9,41,8,0.003906
9,42,10,0.004883
9,43,10,0.004883
9,44,11,0.005371
9,45,22,0.010742
9,46,19,0.009277
9,47,6,0.002930
9,48,11,0.005371
9,49,9,0.004395
9,50,11,0.005371
9,51,12,0.005859
9,52,9,0.004395
9,53,13,0.006348
9,54,21,0.010254
9,55,13,0.006348
9,56,11,0.005371
9,57,13,0.006348
9,58,21,0.010254
9,59,14,0.006836
9,60,22,0.010742
9,61,12,0.005859
9,62,29,0.014160
9,63,11,0.005371
9,64,15,0.007324
9,65,14,0.006836
9,66,13,0.006348
9,67,35,0.017090
9,68,18,0.008789
9,69,19,0.009277
9,70,29,0.014160
9,71,21,0.010254
9,72,13,0.006348
9,73,6,0.002930
9,74,14,0.006836
9,75,16,0.007812
9,76,6,0.002930
9,77,13,0.006348
9,78,31,0.015137
9,79,9,0.004395
9,80,26,0.012695
9,81,25,0.012207
9,82,11,0.005371
9,83,14,0.006836
9,84,6,0.002930
9,85,14,0.006836
9,86,9,0.004395
9,87,21,0.010254
9,88,12,0.005859
9,89,14,0.006836
9,90,25,0.012207
9,91,10,0.004883
9,92,20,0.009766
9,93,26,0.012695
9,94,16,0.007812
9,95,16,0.007812
9,96,18,0.008789
9,97,24,0.011719
9,98,24,0.011719
9,99,13,0.006348
9,100,10,0.004883
9,101,38,0.018555
9,102,13,0.006348
9,103,13,0.006348
9,104,31,0.015137
9,105,5,0.002441
9,106,13,0.006348
9,107,4,0.001953
9,108,28,0.013672
9,109,23,0.011230
9,110,20,0.009766
9,111,16,0.007812
9,112,18,0.008789
9,113,6,0.002930
9,114,11,0.005371
9,115,18,0.008789
